analysis_id	biosample_id	individual_id	experiment_id	analysis_operation_id	analysis_operation_label
pgxcs-ltohbq5z	pgxbs-kftvi6be	pgxind-kftx3fp3	pgx:TCGA.19aa5ad0-f253-4837-8f04-a21dacb7cf15	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7c3x	pgxbs-kftvht7h	pgxind-kftx3qrr	pgx:TCGA.3522cc18-6173-4af6-b8a3-20d79d3e499a	EDAM:operation_3227	Variant Calling
pgxcs-ltohka5g	pgxbs-kftvhmdq	pgxind-kftx3kx8	pgx:TCGA.5de62395-8f99-444f-a75d-9c0d6533b05e	EDAM:operation_3227	Variant Calling
pgxcs-ltohalob	pgxbs-kftvi7ya	pgxind-kftx3ups	pgx:TCGA.8aba8350-b5ee-4ca2-bc99-5c7922a886c4	EDAM:operation_3227	Variant Calling
pgxcs-ltohc74b	pgxbs-kftvhzid	pgxind-kftx3i04	pgx:TCGA.1c60f60e-a3c6-43a1-a56e-ba68801d2d90	EDAM:operation_3227	Variant Calling
pgxcs-ltoii1gv	pgxbs-kftvhmm5	pgxind-kftx3l6b	pgx:TCGA.01192092-5146-4dab-a56f-895c03c9fb76	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7f2p	pgxbs-kftvhnds	pgxind-kftx3j8d	pgx:TCGA.c5cf6cde-0db3-40d2-8ac4-2a13484b3442	EDAM:operation_3227	Variant Calling
pgxcs-ltohc8j1	pgxbs-kftvhzt8	pgxind-kftx3swz	pgx:TCGA.8acaf190-5a0d-440c-9c9a-b9eabdf661be	EDAM:operation_3227	Variant Calling
pgxcs-ltoimcw3	pgxbs-kftvi06s	pgxind-kftx3uji	pgx:TCGA.2473ff5a-9cd4-4695-b5f3-36a30e2a04a1	EDAM:operation_3227	Variant Calling
pgxcs-ltohn4iq	pgxbs-kftvho32	pgxind-kftx3mmg	pgx:TCGA.eb4904db-e9f4-4877-a429-a739562a2c86	EDAM:operation_3227	Variant Calling
pgxcs-ltohztte	pgxbs-kftvhls3	pgxind-kftx3ix1	pgx:TCGA.a9de97a9-fb10-44ad-803c-efbdd3403f85	EDAM:operation_3227	Variant Calling
pgxcs-ltohnzha	pgxbs-kftvi0cr	pgxind-kftx3pwl	pgx:TCGA.e40d74da-ac10-42a5-82c0-efb80b75948e	EDAM:operation_3227	Variant Calling
pgxcs-ltoin1ef	pgxbs-kftvi0qo	pgxind-kftx3p1q	pgx:TCGA.54984e66-1d2a-4a62-a5aa-847bc12e02fc	EDAM:operation_3227	Variant Calling
pgxcs-ltohgego	pgxbs-kftvi9rv	pgxind-kftx3k1o	pgx:TCGA.98687adb-f8e9-4e6e-bc1b-396a3ddfac96	EDAM:operation_3227	Variant Calling
pgxcs-ltohlami	pgxbs-kftvi2u8	pgxind-kftx3vi4	pgx:TCGA.3a4b1c75-5258-4770-8b86-786fc6603a38	EDAM:operation_3227	Variant Calling
pgxcs-ltohvyfx	pgxbs-kftvi6e8	pgxind-kftx3nme	pgx:TCGA.673a0dc8-4bed-43df-9fb0-36fb546a5e58	EDAM:operation_3227	Variant Calling
pgxcs-ltohw9rq	pgxbs-kftvhvop	pgxind-kftx3lo4	pgx:TCGA.b481fc53-5b7e-4e28-bb4d-71a25efa6dad	EDAM:operation_3227	Variant Calling
pgxcs-ltohw4lh	pgxbs-kftvi1lx	pgxind-kftx3ft4	pgx:TCGA.fa999248-4f5d-4dc3-857b-a6bfd8ac9d28	EDAM:operation_3227	Variant Calling
pgxcs-ltohsg2w	pgxbs-kftvhlu6	pgxind-kftx3k4n	pgx:TCGA.b245c6c9-405b-48c9-bcaa-02bcdf11bd2e	EDAM:operation_3227	Variant Calling
pgxcs-ltohana1	pgxbs-kftvi4gr	pgxind-kftx3sew	pgx:TCGA.1571684d-f004-4794-8ffb-a2fab15e02ab	EDAM:operation_3227	Variant Calling
pgxcs-ltoh9ufb	pgxbs-kftvhiu7	pgxind-kftx3gsq	pgx:TCGA.ed22cb10-ebde-4019-9b6d-e19ab573ca94	EDAM:operation_3227	Variant Calling
pgxcs-ltohh1pa	pgxbs-kftvhrbx	pgxind-kftx3pee	pgx:TCGA.6bfd7e43-77e4-4666-9b28-c5d4cdcd6ad7	EDAM:operation_3227	Variant Calling
pgxcs-ltohuel9	pgxbs-kftvhtks	pgxind-kftx3r1q	pgx:TCGA.96dfb47c-9201-4f95-b512-b458ca2a69cd	EDAM:operation_3227	Variant Calling
pgxcs-ltoiao21	pgxbs-kftvi6yv	pgxind-kftx3icq	pgx:TCGA.7254c2ac-d8ac-4d6e-b444-4cb5f8a6eb36	EDAM:operation_3227	Variant Calling
pgxcs-ltohkoh2	pgxbs-kftvhz8u	pgxind-kftx3ig0	pgx:TCGA.f9f392d3-e3c0-4cf2-ac7d-f21a497f716a	EDAM:operation_3227	Variant Calling
pgxcs-ltohr9z1	pgxbs-kftvi9pq	pgxind-kftx3ubm	pgx:TCGA.a75dde6a-c75d-42c3-a456-dff0f8d3c960	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7hi2	pgxbs-kftvhq2x	pgxind-kftx3oex	pgx:TCGA.c4f39a7a-fc9c-4ed1-b5ba-a6ca641dee58	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9jgp	pgxbs-kftvhlwd	pgxind-kftx3h3i	pgx:TCGA.8effae86-5582-4675-956b-10885308d35d	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7aku	pgxbs-kftvhm7n	pgxind-kftx3hn3	pgx:TCGA.a4acab2e-d8f9-41ab-8e03-d3580221d2af	EDAM:operation_3227	Variant Calling
pgxcs-ltohpquw	pgxbs-kftvho0z	pgxind-kftx3ftz	pgx:TCGA.78da02b6-41d6-4911-8762-a71657f26f3c	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7ue5	pgxbs-kftvi0yq	pgxind-kftx3rro	pgx:TCGA.a8d8886b-b422-4c66-b0b4-4c9f0546b1b3	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8jtz	pgxbs-kftvhpxq	pgxind-kftx3oax	pgx:TCGA.215d0a23-3e8d-4888-a971-3643e57b4c36	EDAM:operation_3227	Variant Calling
pgxcs-ltoikug0	pgxbs-kftvhqxn	pgxind-kftx3p2j	pgx:TCGA.5d4e89c1-563b-4008-9cfd-1b3eb4fbf88a	EDAM:operation_3227	Variant Calling
pgxcs-ltohr1tp	pgxbs-kftvi8tn	pgxind-kftx3onf	pgx:TCGA.4c42ec4c-0ebd-41ff-8758-1e6a69cf7eb3	EDAM:operation_3227	Variant Calling
pgxcs-ltohxnjr	pgxbs-kftvi0nl	pgxind-kftx3uqb	pgx:TCGA.89aa7c0e-a004-4338-899b-b99728889969	EDAM:operation_3227	Variant Calling
pgxcs-ltoimbc7	pgxbs-kftvhl8m	pgxind-kftx3gz1	pgx:TCGA.e370c642-1d03-4f08-8bd4-1c99dae80679	EDAM:operation_3227	Variant Calling
pgxcs-ltoi713i	pgxbs-kftvhyat	pgxind-kftx3oj0	pgx:TCGA.9ae58006-9650-4494-991a-6ee217331740	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2o4c	pgxbs-kftvhz0x	pgxind-kftx3u21	pgx:TCGA.c333b64d-64b7-448f-a786-ee7b82b84b06	EDAM:operation_3227	Variant Calling
pgxcs-ltohdi1l	pgxbs-kftvhr44	pgxind-kftx3p8b	pgx:TCGA.56e5ea92-2d58-494f-8350-b31e95060314	EDAM:operation_3227	Variant Calling
pgxcs-ltoho363	pgxbs-kftvhzc9	pgxind-kftx3pw2	pgx:TCGA.96ca99ae-ae8d-4325-a9b6-4c32d6cbe52c	EDAM:operation_3227	Variant Calling
pgxcs-ltohhwzf	pgxbs-kftvhivn	pgxind-kftx3guf	pgx:TCGA.d12fe64f-64da-4922-ab3d-c4d1be92e3d5	EDAM:operation_3227	Variant Calling
pgxcs-ltohusyj	pgxbs-kftvhoxm	pgxind-kftx3ne0	pgx:TCGA.c4543b6b-3b9a-4a7a-8273-36b832eed64b	EDAM:operation_3227	Variant Calling
pgxcs-ltohqyug	pgxbs-kftvhs5q	pgxind-kftx3q12	pgx:TCGA.d9146847-1e6a-4963-9bc2-c2041b36a84c	EDAM:operation_3227	Variant Calling
pgxcs-ltoi6y44	pgxbs-kftvi9hv	pgxind-kftx3vxa	pgx:TCGA.489ea5d8-ae40-405b-bbf5-e0e091193270	EDAM:operation_3227	Variant Calling
pgxcs-ltohrwgb	pgxbs-kftvhozx	pgxind-kftx3ng8	pgx:TCGA.c29162a3-f162-4d32-ab9a-421be1feb13c	EDAM:operation_3227	Variant Calling
pgxcs-ltoib33z	pgxbs-kftvhu26	pgxind-kftx3rcc	pgx:TCGA.4f845fb4-4724-455f-88f2-09de7259a484	EDAM:operation_3227	Variant Calling
pgxcs-ltoi8n6w	pgxbs-kftvhya6	pgxind-kftx3iob	pgx:TCGA.e56e785d-f9b1-4afa-bc2d-b6cebf9e64cc	EDAM:operation_3227	Variant Calling
pgxcs-ltoiill0	pgxbs-kftvi471	pgxind-kftx3vi2	pgx:TCGA.98013499-4fac-4378-9d7e-b3686003a4fc	EDAM:operation_3227	Variant Calling
pgxcs-ltoic5gk	pgxbs-kftvi4a6	pgxind-kftx3kgb	pgx:TCGA.ed5b47c1-569f-492b-8d6c-155e3ba79acb	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0zjt	pgxbs-kftvhqkx	pgxind-kftx3ote	pgx:TCGA.08737d76-27b8-4472-86f4-c25f99d98439	EDAM:operation_3227	Variant Calling
pgxcs-ltohfsya	pgxbs-kftvhnx3	pgxind-kftx3mgr	pgx:TCGA.cd33e854-1bdf-42e0-83e7-256c723c5b55	EDAM:operation_3227	Variant Calling
pgxcs-ltohzk2p	pgxbs-kftvhx12	pgxind-kftx3moy	pgx:TCGA.3e3baef3-4686-41d5-ba55-4456df023975	EDAM:operation_3227	Variant Calling
pgxcs-ltoilqg6	pgxbs-kftvhyzv	pgxind-kftx3gu3	pgx:TCGA.e25b5088-a3d4-4f3c-8335-308c571f6a30	EDAM:operation_3227	Variant Calling
pgxcs-ltoi3hdb	pgxbs-kftvhtve	pgxind-kftx3r8o	pgx:TCGA.5666b6b0-84b1-4a95-a8a6-43d61d0930e1	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2f1c	pgxbs-kftvhmth	pgxind-kftx3le8	pgx:TCGA.28a66d95-1169-48ec-9cdd-fadcdf04ce24	EDAM:operation_3227	Variant Calling
pgxcs-ltoho3d3	pgxbs-kftvi4o6	pgxind-kftx3vzo	pgx:TCGA.cbedc0db-39fd-4661-9531-cc24d422fac4	EDAM:operation_3227	Variant Calling
pgxcs-ltohuaid	pgxbs-kftvi8cp	pgxind-kftx3i5r	pgx:TCGA.1eb2a255-6edd-4adb-b52d-99dcec590c5d	EDAM:operation_3227	Variant Calling
pgxcs-ltohoe7a	pgxbs-kftvi5j2	pgxind-kftx3iyc	pgx:TCGA.6de71018-d57a-4b0f-a2d3-5ca317889dd1	EDAM:operation_3227	Variant Calling
pgxcs-ltohshk4	pgxbs-kftvhn8c	pgxind-kftx3lsp	pgx:TCGA.424254f5-1bdf-43ed-b867-33a73a3c919f	EDAM:operation_3227	Variant Calling
pgxcs-ltoi4uss	pgxbs-kftvhv2l	pgxind-kftx3jw0	pgx:TCGA.5aeef496-2885-42d7-802e-319b76bbe215	EDAM:operation_3227	Variant Calling
pgxcs-ltoiezdf	pgxbs-kftvi35w	pgxind-kftx3s61	pgx:TCGA.5027add1-9826-4027-bf1d-3a901a110cbe	EDAM:operation_3227	Variant Calling
pgxcs-ltoiktny	pgxbs-kftvhni4	pgxind-kftx3m2a	pgx:TCGA.58578d50-1e0c-4f5e-929a-c969c5346b05	EDAM:operation_3227	Variant Calling
pgxcs-ltoiiykr	pgxbs-kftvhs8k	pgxind-kftx3l9o	pgx:TCGA.ba869eea-6e25-4afb-a0ad-73fda57a1d88	EDAM:operation_3227	Variant Calling
pgxcs-ltohewoy	pgxbs-kftvhr2n	pgxind-kftx3p6s	pgx:TCGA.e86137c5-37af-4a47-8f29-5a947e013536	EDAM:operation_3227	Variant Calling
pgxcs-ltoif32d	pgxbs-kftvhm6s	pgxind-kftx3kgs	pgx:TCGA.9534f6a6-b033-4944-85bf-614a68789d5d	EDAM:operation_3227	Variant Calling
pgxcs-ltoij3fc	pgxbs-kftvhz9n	pgxind-kftx3sf0	pgx:TCGA.5f0353bd-0f8b-44d5-8e0f-7f99c6b9e4ba	EDAM:operation_3227	Variant Calling
pgxcs-ltoil6b9	pgxbs-kftvi9s9	pgxind-kftx3g43	pgx:TCGA.32d4f183-4346-4250-9739-3b9e4ca2253f	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7zdy	pgxbs-kftvi463	pgxind-kftx3vuz	pgx:TCGA.9e2b9edd-5fed-4283-a46f-a8185a911e94	EDAM:operation_3227	Variant Calling
pgxcs-ltohinm3	pgxbs-kftvhxs5	pgxind-kftx3fq1	pgx:TCGA.c686abc9-5dbd-4694-8988-7995bdf53798	EDAM:operation_3227	Variant Calling
pgxcs-ltohddr8	pgxbs-kftvi1ea	pgxind-kftx3njd	pgx:TCGA.f7622b8a-b57c-42f0-bad1-c85edd41f034	EDAM:operation_3227	Variant Calling
pgxcs-ltoicxhh	pgxbs-kftvi8rn	pgxind-kftx3uek	pgx:TCGA.ac67d6bb-12b7-42d9-b7c9-8a66fd3b675b	EDAM:operation_3227	Variant Calling
pgxcs-ltohlffa	pgxbs-kftvhvot	pgxind-kftx3s75	pgx:TCGA.7c205fc6-f200-42d1-83ec-66e05d8407ab	EDAM:operation_3227	Variant Calling
pgxcs-ltoh683v	pgxbs-kftvhz60	pgxind-kftx3u4e	pgx:TCGA.390c7eb2-9ab5-456b-bc2c-703d8359ab46	EDAM:operation_3227	Variant Calling
pgxcs-ltoi6udo	pgxbs-kftvhzqz	pgxind-kftx3sls	pgx:TCGA.ca11b271-5dc3-47fa-be2b-db767038b6a3	EDAM:operation_3227	Variant Calling
pgxcs-ltoh6cej	pgxbs-kftvi5gy	pgxind-kftx3mf6	pgx:TCGA.1889a2af-ae25-41ec-8a6d-0ec5c5b852cb	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0hea	pgxbs-kftvi2z5	pgxind-kftx3lim	pgx:TCGA.6296efe7-08bb-45fc-ae3f-cc07b5042033	EDAM:operation_3227	Variant Calling
pgxcs-ltoimw6n	pgxbs-kftvi27q	pgxind-kftx3v4b	pgx:TCGA.2dac7136-d3a0-4ffd-b22d-7f1f9b8b8e4c	EDAM:operation_3227	Variant Calling
pgxcs-ltohnhne	pgxbs-kftvhyyr	pgxind-kftx3u17	pgx:TCGA.8ec66a52-ec71-4a78-86db-e5e3f477a139	EDAM:operation_3227	Variant Calling
pgxcs-ltoh6pml	pgxbs-kftvi1v1	pgxind-kftx3sec	pgx:TCGA.f3ce7acd-a711-42c0-9307-325949c428a3	EDAM:operation_3227	Variant Calling
pgxcs-ltoie6am	pgxbs-kftvi02x	pgxind-kftx3ugh	pgx:TCGA.243df871-b041-450f-88a4-bc5174a73601	EDAM:operation_3227	Variant Calling
pgxcs-ltoihke7	pgxbs-kftvhrmk	pgxind-kftx3pmm	pgx:TCGA.3ffef4b7-94b1-4999-b49e-38b7ae2c404a	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7lf5	pgxbs-kftvhra8	pgxind-kftx3lqy	pgx:TCGA.c9bb065a-da2d-47b5-9d69-80e886116d69	EDAM:operation_3227	Variant Calling
pgxcs-ltoho50k	pgxbs-kftvi8n3	pgxind-kftx3mvr	pgx:TCGA.497618ce-bfc7-4828-9e11-ed3560132fa7	EDAM:operation_3227	Variant Calling
pgxcs-ltoiclxy	pgxbs-kftvhpkl	pgxind-kftx3nym	pgx:TCGA.6ab6c7d7-a0b5-4830-94a3-f16bc11ef953	EDAM:operation_3227	Variant Calling
pgxcs-ltohjvlc	pgxbs-kftvi9t4	pgxind-kftx3nr1	pgx:TCGA.5b04ee05-9488-4141-9178-fb0a101492bd	EDAM:operation_3227	Variant Calling
pgxcs-ltoi1ari	pgxbs-kftvhtvv	pgxind-kftx3qm7	pgx:TCGA.3193b9c5-0768-4d3d-a909-785ca78c3bf9	EDAM:operation_3227	Variant Calling
pgxcs-ltohztmp	pgxbs-kftvhjqa	pgxind-kftx3htk	pgx:TCGA.84e27f5e-ce0d-4bb7-9ae8-5b12162bb801	EDAM:operation_3227	Variant Calling
pgxcs-ltohdkv4	pgxbs-kftvhlpg	pgxind-kftx3jza	pgx:TCGA.121db3fb-cc6b-48bb-8bfe-a582075658fe	EDAM:operation_3227	Variant Calling
pgxcs-ltohdfd2	pgxbs-kftvhlzf	pgxind-kftx3k9l	pgx:TCGA.17cdb451-9b35-4aab-8bc2-b4a64ef3e3b4	EDAM:operation_3227	Variant Calling
pgxcs-ltohmnpm	pgxbs-kftvi732	pgxind-kftx3vrg	pgx:TCGA.9dbfe00b-fae8-4765-bf20-4f3cc45880e9	EDAM:operation_3227	Variant Calling
pgxcs-ltohk55r	pgxbs-kftvhqoz	pgxind-kftx3owa	pgx:TCGA.5840fc62-5ac2-4794-8ce9-cdd7bce8019b	EDAM:operation_3227	Variant Calling
pgxcs-ltoi0wo1	pgxbs-kftvi3z7	pgxind-kftx3n9j	pgx:TCGA.f76e87a9-4a50-48b4-9527-eac98c38800e	EDAM:operation_3227	Variant Calling
pgxcs-ltohqwn6	pgxbs-kftvhisu	pgxind-kftx3gra	pgx:TCGA.88c6e5cb-d33e-4042-be7b-12a081acdafb	EDAM:operation_3227	Variant Calling
pgxcs-ltohjdjc	pgxbs-kftvht4n	pgxind-kftx3qq5	pgx:TCGA.1b2f2768-883d-46fd-80b2-bfc416584c66	EDAM:operation_3227	Variant Calling
pgxcs-ltoi69az	pgxbs-kftvi7w8	pgxind-kftx3hkf	pgx:TCGA.bffd965b-885f-4914-b25b-a993338acaad	EDAM:operation_3227	Variant Calling
pgxcs-ltoi9e10	pgxbs-kftvhkzw	pgxind-kftx3j7x	pgx:TCGA.52148a0e-a674-4e87-ab6b-83177b75cb2f	EDAM:operation_3227	Variant Calling
pgxcs-ltohj9gg	pgxbs-kftvhvoa	pgxind-kftx3s6t	pgx:TCGA.5061a930-eac9-4466-8a46-083f5927e27b	EDAM:operation_3227	Variant Calling
pgxcs-ltoifikh	pgxbs-kftvi3st	pgxind-kftx3k74	pgx:TCGA.20b4a700-c105-4294-a64f-8594c96de6a4	EDAM:operation_3227	Variant Calling
pgxcs-ltoib5g9	pgxbs-kftvi08b	pgxind-kftx3mag	pgx:TCGA.39d9f003-89e6-4349-b060-f5a604789fb3	EDAM:operation_3227	Variant Calling
pgxcs-ltohc0la	pgxbs-kftvi45a	pgxind-kftx3jn8	pgx:TCGA.95c763b1-759b-47a3-8009-de916d6d457e	EDAM:operation_3227	Variant Calling
pgxcs-ltoh6ulr	pgxbs-kftvhtmv	pgxind-kftx3o4b	pgx:TCGA.83f7706a-1fdf-4ed5-99cf-ea8853afc159	EDAM:operation_3227	Variant Calling
pgxcs-ltoif2o6	pgxbs-kftvhkhl	pgxind-kftx3ioh	pgx:TCGA.60937697-57ba-4d03-9545-b0e321215448	EDAM:operation_3227	Variant Calling
pgxcs-ltohuim7	pgxbs-kftvhwpm	pgxind-kftx3suo	pgx:TCGA.b514f636-dee3-45f3-bb31-197ca6a171f1	EDAM:operation_3227	Variant Calling
pgxcs-ltohhzyt	pgxbs-kftvi22f	pgxind-kftx3v8r	pgx:TCGA.96319b52-d5b9-44bf-9a98-2876d911988f	EDAM:operation_3227	Variant Calling
pgxcs-ltohz5yg	pgxbs-kftvhtru	pgxind-kftx3r6p	pgx:TCGA.97a91868-8a8d-4b2d-bba2-8bd187f572ac	EDAM:operation_3227	Variant Calling
pgxcs-ltoibu5g	pgxbs-kftvhjpc	pgxind-kftx3hsh	pgx:TCGA.c336b6cd-94ea-43d5-b3fb-6b4408ccf034	EDAM:operation_3227	Variant Calling
pgxcs-ltoi72kv	pgxbs-kftvi25x	pgxind-kftx3s57	pgx:TCGA.3f9d6a98-182c-4297-85c5-02ce3b1a3500	EDAM:operation_3227	Variant Calling
pgxcs-ltoi814e	pgxbs-kftvhvef	pgxind-kftx3lpi	pgx:TCGA.7ed983ab-5c6a-42b7-b08e-550702e32a5b	EDAM:operation_3227	Variant Calling
pgxcs-ltoif0c4	pgxbs-kftvhp7o	pgxind-kftx3gp4	pgx:TCGA.26875c49-c798-4c8b-998a-0b9559115831	EDAM:operation_3227	Variant Calling
pgxcs-ltohdma1	pgxbs-kftvhw1q	pgxind-kftx3sfq	pgx:TCGA.235dbd13-5052-4e19-9c1c-a72a1a9a79ce	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7503	pgxbs-kftvhslj	pgxind-kftx3qc1	pgx:TCGA.6ec09b78-7ff6-491d-adef-29535869d33a	EDAM:operation_3227	Variant Calling
pgxcs-ltoii9lu	pgxbs-kftvhyrw	pgxind-kftx3lk7	pgx:TCGA.5e39b554-238a-4e41-934d-85741069f1c0	EDAM:operation_3227	Variant Calling
pgxcs-ltohyr1d	pgxbs-kftvi1zs	pgxind-kftx3mcz	pgx:TCGA.6e9cde8f-229d-43aa-937c-6b454e8ab8d9	EDAM:operation_3227	Variant Calling
pgxcs-ltoim0pb	pgxbs-kftvi420	pgxind-kftx3rji	pgx:TCGA.800f25c0-fa27-48ce-8c2b-641d675f7c20	EDAM:operation_3227	Variant Calling
pgxcs-ltoijkfy	pgxbs-kftvi3y1	pgxind-kftx3vt8	pgx:TCGA.389cd452-fcf0-498b-9e65-7e28dbe8d5a4	EDAM:operation_3227	Variant Calling
pgxcs-ltoidpog	pgxbs-kftvi93x	pgxind-kftx3q42	pgx:TCGA.a3edb023-35b4-4fb5-98a0-ff51c0348187	EDAM:operation_3227	Variant Calling
pgxcs-ltoicx3p	pgxbs-kftvhopd	pgxind-kftx3n6i	pgx:TCGA.49cf5040-2d73-4538-8825-7fba37379289	EDAM:operation_3227	Variant Calling
pgxcs-ltohool8	pgxbs-kftvi1pi	pgxind-kftx3pyu	pgx:TCGA.b67c34c3-8e4e-41cc-865d-43ee8c9d3d78	EDAM:operation_3227	Variant Calling
pgxcs-ltohhunw	pgxbs-kftvhn5y	pgxind-kftx3lq9	pgx:TCGA.10fbdca9-5665-4441-a908-7c318100a5dc	EDAM:operation_3227	Variant Calling
pgxcs-ltohktnz	pgxbs-kftvi8kz	pgxind-kftx3pvu	pgx:TCGA.4f7564f9-df0c-4d87-a0a1-f1f79537f522	EDAM:operation_3227	Variant Calling
pgxcs-ltoi6cud	pgxbs-kftvhj5z	pgxind-kftx3h5z	pgx:TCGA.d0880877-36cf-4ded-87b2-898c3446f90d	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2dva	pgxbs-kftvhvb0	pgxind-kftx3ryj	pgx:TCGA.1807ceee-28e1-4e8d-a1c4-6f6ad60ee310	EDAM:operation_3227	Variant Calling
pgxcs-ltohkc3w	pgxbs-kftvi3al	pgxind-kftx3ppq	pgx:TCGA.b58106e6-417f-41f7-88ec-2e9e51495631	EDAM:operation_3227	Variant Calling
pgxcs-ltoif76a	pgxbs-kftvhnpu	pgxind-kftx3m9w	pgx:TCGA.f905970f-9d60-44d9-ac7b-a23b6ef81548	EDAM:operation_3227	Variant Calling
pgxcs-ltoia1sv	pgxbs-kftvi7n7	pgxind-kftx3nzk	pgx:TCGA.0cd2bb77-7e7f-4ca7-8e5f-87bc5b46c550	EDAM:operation_3227	Variant Calling
pgxcs-ltohv7cy	pgxbs-kftvhtsl	pgxind-kftx3gbd	pgx:TCGA.d0237729-674e-42ab-8a16-db371630edba	EDAM:operation_3227	Variant Calling
pgxcs-ltoi2lz7	pgxbs-kftvhmpv	pgxind-kftx3lab	pgx:TCGA.fbca0ccd-965c-489a-8de7-f78d64b0abf5	EDAM:operation_3227	Variant Calling
pgxcs-ltoi1988	pgxbs-kftvi8ej	pgxind-kftx3ml5	pgx:TCGA.23157ce2-7257-4118-9a6e-4cdfbc6c4bf7	EDAM:operation_3227	Variant Calling
pgxcs-ltohh9c1	pgxbs-kftvhla0	pgxind-kftx3jj4	pgx:TCGA.03a583f8-5976-4f26-a074-a9d058138447	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8fq3	pgxbs-kftvi7u1	pgxind-kftx3wif	pgx:TCGA.e7891fe7-c65c-4b08-b2a0-71b72cf78eeb	EDAM:operation_3227	Variant Calling
pgxcs-ltohy5ek	pgxbs-kftvhtav	pgxind-kftx3quj	pgx:TCGA.ddcea84e-3135-445c-ba0d-62f686463797	EDAM:operation_3227	Variant Calling
pgxcs-ltohpesp	pgxbs-kftvi6wj	pgxind-kftx3m54	pgx:TCGA.5e77db09-dc35-4cfa-ac78-0f7af0b742ec	EDAM:operation_3227	Variant Calling
pgxcs-ltohaswo	pgxbs-kftvhjuj	pgxind-kftx3hyd	pgx:TCGA.9201c13a-4dbe-48b2-9324-95a4b667f198	EDAM:operation_3227	Variant Calling
pgxcs-ltohwukk	pgxbs-kftvhjzo	pgxind-kftx3i42	pgx:TCGA.5aa2e382-c8df-44e3-8802-994188b11d55	EDAM:operation_3227	Variant Calling
pgxcs-ltoiglda	pgxbs-kftvhnyb	pgxind-kftx3mhm	pgx:TCGA.fff456b6-faa8-4f49-b520-d55c0f643c26	EDAM:operation_3227	Variant Calling
pgxcs-ltohbyep	pgxbs-kftvhtgc	pgxind-kftx3kfl	pgx:TCGA.28913c64-8637-4537-af8c-7315097a5ad1	EDAM:operation_3227	Variant Calling
pgxcs-ltohxe43	pgxbs-kftvhv6i	pgxind-kftx3rvv	pgx:TCGA.eb6264dc-bdca-4b78-80ea-4d7a4a74fdf7	EDAM:operation_3227	Variant Calling
pgxcs-ltohrzdr	pgxbs-kftvhtme	pgxind-kftx3qtm	pgx:TCGA.2362a118-c13a-4e4b-8158-8889be60a6c3	EDAM:operation_3227	Variant Calling
pgxcs-ltoi8ab6	pgxbs-kftvhtrk	pgxind-kftx3r6f	pgx:TCGA.3fee9478-7f68-4407-9eb9-32fb7d853ce7	EDAM:operation_3227	Variant Calling
pgxcs-ltoi7k3y	pgxbs-kftvi2gi	pgxind-kftx3vdd	pgx:TCGA.a4e4c022-1786-44b2-81c1-d773f0ffaa00	EDAM:operation_3227	Variant Calling
pgxcs-ltohtl4r	pgxbs-kftvhpyf	pgxind-kftx3obl	pgx:TCGA.0050d7c9-ece9-4b6c-8023-1ff2efcb3c9c	EDAM:operation_3227	Variant Calling
pgxcs-ltoimhwl	pgxbs-kftvho9j	pgxind-kftx3mek	pgx:TCGA.838f924a-989c-4642-ba15-d711df6ccb37	EDAM:operation_3227	Variant Calling
pgxcs-ltoh8kjg	pgxbs-kftvi0qr	pgxind-kftx3ure	pgx:TCGA.d81aa0d0-45a8-47e2-8bfb-0d3fc97f0aff	EDAM:operation_3227	Variant Calling
pgxcs-ltohzf1s	pgxbs-kftvhyqt	pgxind-kftx3tlc	pgx:TCGA.f0471d79-d107-4809-976e-fe5b231f0e9d	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7a9o	pgxbs-kftvhklt	pgxind-kftx3isp	pgx:TCGA.7ce1f7c4-c7b2-4a2f-a3f1-b96bef4f6b63	EDAM:operation_3227	Variant Calling
pgxcs-ltoij222	pgxbs-kftvhpfw	pgxind-kftx3nu4	pgx:TCGA.a00cc4fb-6852-4869-89a7-f9f2fc941ccc	EDAM:operation_3227	Variant Calling
pgxcs-ltoh7e84	pgxbs-kftvi6er	pgxind-kftx3nk5	pgx:TCGA.01ee4ea4-d1b1-4950-8d4b-d3644690e86f	EDAM:operation_3227	Variant Calling
pgxcs-ltohqcu6	pgxbs-kftvho1v	pgxind-kftx3gmp	pgx:TCGA.7e9145f7-ccff-4132-b2b7-9b992eebebf4	EDAM:operation_3227	Variant Calling
