icdom	icdom_label	icdot	icdot_label	ncit	ncit_label	ncit_depth	count
82003	Adenoid cystic carcinoma	C02.9	Tongue, NOS	C171028	Tongue Adenoid Cystic Carcinoma	8	1
83453	Medullary carcinoma with amyloid stroma	C73.9	Thyroid gland	C3879	Thyroid Gland Medullary Carcinoma	7	1
87200 	Pigmented nevus, NOS 	C44.9	Skin, NOS	C54659	Acral Nevus	5	1
98953	Acute myeloid leukemia with myelodysplasia-related changes	C42.4	Hematopoietic system, NOS	C9289	Acute Myeloid Leukemia with Multilineage Dysplasia	8	1
80050	Clear cell tumor, NOS	C64.9	Kidney, NOS	C4033	Clear Cell Renal Cell Carcinoma	9	1
00000	not in ICD-O (e.g. non-neoplastic, reference)	C73.9 	Thyroid gland	None	None	-1	1
91303	Hemangioendothelioma, malignant 	C49.9 	Connective, subcutaneous and other soft tissues, NOS 	C3088	Angiosarcoma	6	1
88903	Leiomyosarcoma,NOS 	C49.9 	Connective, subcutaneous and other soft tissues, NOS 	C3158	Leiomyosarcoma	7	1
88503	Liposarcoma, NOS 	C49.9 	Connective, subcutaneous and other soft tissues, NOS 	C3194	Liposarcoma	6	1
88303	Malignant fibrous histiocytoma 	C49,9	Connective, subcutaneous and other soft tissues, NOS	C4247	Undifferentiated Pleomorphic Sarcoma	7	1
80106	Carcinoma, metastatic, NOS	C22.0	Liver	C154091	metastatic hepatocellular carcinoma	8	1
82003	Adenoid cystic carcinoma	C04.9	floor of mouth, NOS	C8180	Floor of Mouth Adenoid Cystic Carcinoma	8	1
82003	Adenoid cystic carcinoma	C08.0	Submandibular gland 	C5935	Submandibular Gland Adenoid Cystic Carcinoma	8	1
99503	Polycythemia vera 	C42.4	Hematopoietic system, NOS	C3336	Polycythemia Vera	6	1
99463	Juvenile myelomonocytic leukemia	C42.4	Hematopoietic system, NOS	C9233	Juvenile Myelomonocytic Leukemia	6	1
99751	Myloproliferative neoplasm, unclassifiable 	C42.1	Bone marrow	C9290	Myeloid Neoplasm	4	1
89203	Alveolar rhabdomyosarcoma 	C34.9	Lung, NOS	C3749	Alveolar Rhabdomyosarcoma	8	1
93653	Askin tumor	C49.3	thoracic wall	C7542	Askin tumor	7	1
98263	Burkitt cell leukemia	C42.4	Hematopoietic system, NOS	C8644	B acute lymphoblastic leukemia	7	1
98333	B-cell prolymphocytic leukemia	C42.1	Bone marrow	C4753	B-cell prolymphocytic leukemia	7	1
98743	Acute myeloid leukemia with maturation FAB M2, NOS	C42.15	Bone marrow	C9381	Childhood acute myeloid leukemia with maturation	9	1
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C42.1	Bone marrow	C36081	Diffuse large B-cell lymphoma activated B-cell type	12	3
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C42.1	Bone marrow	C36080	Diffuse large B-cell lymphoma germinal center B-cell type	12	3
96803	Malignant lymphoma, large B-cell, diffuse, NOS	C42.1	Bone marrow	C8851	Diffuse Large B-Cell Lymphoma	9	3
89103	Embryonal rhabdomyosarcoma, NOS 	C49.4	Connective, subcutaneous and other soft tissues of abdomen	C8971	Embryonal Rhabdomyosarcoma	8	1
80703	Squamous cell carcinoma, NOS	C53.9 	Cervix uteri	C27676	Human papillomavirus-related cervical squamous cell carcinoma	10	1
72000	Hyperplasia, NOS	C61.9 	Prostate	C2897	Benign prostatic hyperplasia	-1	1
97013	Sezary syndrome	C42.1	Bone marrow	C9265	Mycosis fungoides and Sezary syndrome	9	1
98983	Myeloid leukemia associated with Down syndrome	C42.1	Bone marrow	C43223	Myeloid Leukemia associated with Down syndrome	6	1
95003	Neuroblastoma, NOS 	C47.4	autonomic nervous system	C3270	Neuroblastoma	7	1
81403	Adenocarcinoma, NOS	C25.3	Pancreatic duct	C9120	Pancreatic ductal adenocarcinoma	8	1
80703	Squamous cell carcinoma, NOS	C73.9	Thyroid gland	C46008	Thyroid gland squamous cell carcinoma	7	1
80103	Carcinoma, NOS	C51.9	Vulva, NOS	C4866	Vulvar carcinoma	7	1
80703	Squamous cell carcinoma, NOS	C13	Hypopharynx	C4043	Hypopharyngeal Squamous Cell Carcinoma	9	1
98263 	Burkitt cell leukemia 	C42.4	Hematopoietic system, NOS	C8644	B acute lymphoblastic leukemia	7	1
98373	Precursor T-cell lymphoblastic leukemia 	C42.4	Hematopoietic system, NOS	C3183	T Acute Lymphoblastic Leukemia	7	1
88903	Leiomyosarcoma,NOS 	C51.9	Vulva, NOS	C40318	Vulvar leiomyosarcoma	8	1
99613 	Primary myelofibrosis 	C42.1	Bone marrow	C3248	Myelofibrosis	-1	1
98274	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9142	Adult T acute lymphoblastic leukemia	8	1
80753	Acantholytic squamous cell carcinoma	C49.0	Head, neck	C34447	Head and Neck Squamous Cell Carcinoma	5	1
80413	Small cell carcinoma, NOS	C16.9	Stomach, NOS	C6764	Gastric small cell carcinoma	9	1
80103	Carcinoma, NOS	C54.1	Endometrium	C7558	Endometrial Carcinoma	9	1
80103	Carcinoma, NOS	C80.9	Unknown primary site	C2975	Cystic fibrosis	-1	3
80103	Carcinoma, NOS	C80.9	Unknown primary site	C3812	Carcinoma of Unknown Primary	-1	3
80103	Carcinoma, NOS	C80.9	Unknown primary site	C3098	Hepatitis C infection	-1	3
99643	Chronic eosinophilic leukemia, NOS	C42.4	Hematopoietic system, NOS	C4563	Chronic eosinophilic leukemia, not otherwise specified	6	1
80753	Acantholytic squamous cell carcinoma	C50.9	Breast, NOS	C40359	Squamous cell breast carcinoma, acantholytic variant	-1	1
80703	Squamous cell carcinoma, NOS	C08.9	Major salivary gland, NOS	C7991	Salivary gland squamous cell carcinoma	6	1
98277	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9143	Adult B acute lymphoblastic leukemia	8	1
81403	Adenocarcinoma, NOS	C17.0	Duodenum	C7889	Duodenal Adenocarcinoma	8	1
81203	Transitional cell carcinoma, NOS	C65	Renal pelvis	C7716	Renal Pelvis and Ureter Urothelial Carcinoma	6	1
92433	Dedifferentiated chondrosarcoma 	C41.9	Bone, NOS	C6476	Dedifferentiated Chondrosarcoma	7	1
89303	Endometrial stromal sarcoma, NOS 	C54.1	Endometrium	C8973	Endometrioid Stromal Sarcoma	7	1
98269	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9140	Childhood B acute lymphoblastic leukemia	8	1
98266	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9140	Childhood B acute lymphoblastic leukemia	8	1
92503	Giant cell tumor of bone, malignant	C41.9	Bone, NOS	C4304	Malignancy in giant cell tumor of bone	7	1
80523	Squamous cell papilloma, NOS	C80.9	Unknown primary site	C3712	Squamous cell papilloma	5	1
81233	Basaloid carcinoma	C80.9	Unknown primary site	C37290	Head and neck basaloid carcinoma	6	1
98270	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9142	Adult T acute lymphoblastic leukemia	8	1
98313	T-cell large granular lymphocytic leukemia	C42.1	Bone marrow	C4664	T-cell large granular lymphocyte leukemia	7	1
98275	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9143	Adult B acute lymphoblastic leukemia	8	1
95003	Neuroblastoma, NOS 	C74.9	Adrenal gland, NOS	C4827	Adrenal gland neuroblastoma	11	1
98271	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9142	Adult T acute lymphoblastic leukemia	8	1
98272	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9142	Adult T acute lymphoblastic leukemia	8	1
98267	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9140	Childhood B acute lymphoblastic leukemia	8	1
88003	Sarcoma,NOS 	C73.9	Thyroid gland	C6041	Thyroid gland sarcoma	6	1
90003	Brenner tumor, malignant	C56.9	Ovary	C4270	Malignant ovarian Brenner tumor	9	1
98265	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9140	Childhood B acute lymphoblastic leukemia	8	1
98373	Precursor T-cell lymphoblastic leukemia 	C77.9	Lymph node, NOS	C7210	Childhood T lymphoblastic lymphoma	10	2
98373	Precursor T-cell lymphoblastic leukemia 	C77.9	Lymph node, NOS	C7953	Childhood T acute lymphoblastic leukemia	8	2
98276	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9143	Adult B acute lymphoblastic leukemia	8	1
98264	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9140	Childhood B acute lymphoblastic leukemia	8	1
80403	Adenocarcinoma, NOS	C19.9	Rectosigmoid junction	C5105	Colorectal Adenocarcinoma	7	1
98268	Acute lymphoblastic leukemia, mature B-cell type	C42.1	Bone marrow	C9140	Childhood B acute lymphoblastic leukemia	8	1
81623	Klatskin tumor	C22.1	Intrahepatic bile duct	C36077	Hilar Cholangiocarcinoma	10	1
81403	Adenocarcinoma, NOS	C24.1	Ampulla of Vater	C6650	Ampulla of Vater adenocarcinoma	7	1
94733	CNS primitive neuroectodermal tumor (PNET)	C71	Brain	C3716	Primitive Neuroectodermal Tumor	5	1
98353	Precursor cell lymphoblastic leukemia, NOS 	C77.9	Lymph node, NOS	C9142	Adult T acute lymphoblastic leukemia	8	1
97323	Multiple myeloma	C42.4	Hematopoietic system, NOS	C3242	Plasma Cell Myeloma	8	1
95091	Central neurocytoma 	C71.7	Brain stem	C67559	Rosette-Forming Glioneuronal Tumor of the Fourth Ventricle	7	1
97513	Langerhans cell histiocytosis, NOS	C42.4	Hematopoietic system, NOS	C9294	Histiocytic and Dendritic Cell Neoplasms	4	2
97513	Langerhans cell histiocytosis, NOS	C42.4	Hematopoietic system, NOS	C3107	Langerhans Cell Histiocytosis	6	2
80453	Combined small cell carcinoma	C34.9	Lung, NOS	C9137	Combined Lung Small Cell Carcinoma	-1	1
80223	Pleomorphic carcinoma	C34.9	Lung, NOS	C45542	Lung Pleomorphic Carcinoma	8	1
90503	Mesothelioma, malignant 	C48.2	Peritoneum, NOS	C7633	Peritoneal Mesothelioma	4	1
80103	Carcinoma, NOS	C54.9	Corpus uteri	C27838	Endometrial Serous Adenocarcinoma	12	1
83103	Clear cell adenocarcinoma, NOS	C54.9	Corpus uteri	C6344	Cervical Clear Cell Adenocarcinoma	10	1
80203	Carcinoma, undifferentiated, NOS	C54.9	Corpus uteri	C6345	Cervical Undifferentiated Carcinoma	9	1
88903	Leiomyosarcoma,NOS 	C54.1	Endometrium	C6340	Uterine Corpus Leiomyosarcoma	9	1
86201	Granulosa cell tumor, adult type 	C56.9	Ovary	C3070	Granulosa Cell Tumor	-1	1
88043	Epithelioid sarcoma 	C54.9	Corpus uteri	C127072	Uterine Corpus Malignant PEComa	-1	1
89803	Carcinosarcoma, NOS 	C54.9	Corpus uteri	C9180	Uterine Corpus Carcinosarcoma	9	1
82463	Neuroendocrine carcinoma, NOS	C61.9	Prostate gland	C158912	Prostate Neuroendocrine Carcinoma	9	1
90503	Mesothelioma, malignant 	C62.9	Testis, NOS	C3234	Mesothelioma	3	1
83373	Insular carcinoma	C73.9	Thyroid gland	C6040	Poorly Differentiated Thyroid Carcinoma	8	1
80103	Carcinoma, NOS	C08.9	Major salivary gland, NOS	C167368	Adnexal Secretory Carcinoma	6	2
80103	Carcinoma, NOS	C08.9	Major salivary gland, NOS	C5904	Salivary Duct Carcinoma	7	2
80703	Squamous cell carcinoma, NOS	C21.8	Overlapping lesion of rectum, anus and anal canal	C9161	Anal Squamous Cell Carcinoma	6	1
93411	Clear cell odontogenic tumor 	C41.1	Mandible	C54300	Clear Cell Odontogenic Carcinoma	-1	1
88063	Desmoplastic small round cell tumor 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C8300	Desmoplastic Small Round Cell Tumor	-1	1
80106	Carcinoma, metastatic, NOS	C80.9	Unknown primary site	C8566	Metastatic Malignant Neoplasm of Unknown Primary	-1	1
80003	Neoplasm, malignant	C65.9	Renal pelvis	C27892	Unclassified Renal Cell Carcinoma	9	1
88420	Ossifyingfibromyxoidtumor 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C6582	Ossifying Fibromyxoid Tumor	-1	1
81403	Adenocarcinoma, NOS	C53.0	Endocervix	C28327	Endocervical Adenocarcinoma	9	1
84003	Sweat gland adenocarcinoma	C44.9	Skin, NOS	C6938	Sweat Gland Carcinoma	6	1
90801	Teratoma, NOS 	C62.9	Testis, NOS	C3403	Teratoma	4	1
97583	Follicular dendritic cell sarcoma 	C41.9	Bone, NOS	C9281	Follicular Dendritic Cell Sarcoma	5	1
92313	Myxoid chondrosarcoma 	C41.9	Bone, NOS	C4303	Myxoid Chondrosarcoma	6	1
81403	Adenocarcinoma, NOS	C67.9	Bladder, NOS	C4032	Bladder Adenocarcinoma	7	1
80103	Carcinoma, NOS	C23.9	Gallbladder	C3844	Gallbladder Carcinoma	7	1
84903	Signet ring cell carcinoma	C23.9	Gallbladder	C6163	Bladder Signet Ring Cell Adenocarcinoma	-1	1
84301	Mucoepidermoid tumor	C08.9	Major salivary gland, NOS	C5908	Salivary Gland Mucoepidermoid Carcinoma	6	1
93913	Ependymoma, NOS 	C71.5	Ventricle, NOS	C3017	Ependymoma	8	1
85503	Acinar cell carcinoma	C08.9	Major salivary gland, NOS	C8013	Salivary Gland Acinic Cell Carcinoma	-1	1
83903	Skin appendage carcinoma	C44.9	Skin, NOS	C3775	Adnexal Carcinoma	5	1
83123	Renal cell carcinoma, NOS	C65.9	Renal pelvis	C9385	Renal Cell Carcinoma	8	1
90403	Synovialsarcoma,NOS 	C44.9	Skin, NOS	C3400	Synovial Sarcoma	-1	1
82463	Neuroendocrine carcinoma, NOS	C19.9	Rectosigmoid junction	C96156	Colorectal Neuroendocrine Carcinoma	8	1
91373	Intimal sarcoma 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C53677	Intimal Sarcoma	-1	1
80103	Carcinoma, NOS	C11.9	Nasopharynx, NOS	C3871	Nasopharyngeal Carcinoma	8	1
97493	Erdheim-Chester disease	C42.0	Blood	C53972	Erdheim-Chester Disease	5	1
84803	Mucinous adenocarcinoma	C18.1	Appendix	C43558	Appendix Mucinous Adenocarcinoma	7	1
88600	Angiomyolipoma 	C64.9	Kidney, NOS	C3888	Kidney Angiomyolipoma	-1	1
92313 	Myxoid chondrosarcoma 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C27502	Extraskeletal Myxoid Chondrosarcoma	-1	1
87203	Malignant melanoma, NOS 	C80.9	Unknown primary site	C154473	Melanoma of Unknown Primary	-1	1
80103	Carcinoma, NOS	C17.9	Small intestine, NOS	C7724	Small Intestinal Carcinoma	6	1
82703	Chromophobe carcinoma	C64.9	Kidney, NOS	C4146	Chromophobe Renal Cell Carcinoma	9	1
87203	Malignant melanoma, NOS 	C69.4	Ciliary body	C7712	Uveal Melanoma	5	1
85901	Sex cord-gonadal stromal tumor, NOS 	C56.9	Ovary	C3794	Sex Cord-Stromal Tumor	4	1
90443	Clearcellsarcoma,NOS 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3745	Clear Cell Sarcoma of Soft Tissue	6	1
82463	Neuroendocrine carcinoma, NOS	C54.9	Corpus uteri	C3773	Neuroendocrine Carcinoma	5	1
82463	Neuroendocrine carcinoma, NOS	C18.1	Appendix	C96422	Appendix Neuroendocrine Tumor	8	1
89123	Spindle cell rhabdomyosarcoma 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C6519	Spindle Cell Rhabdomyosarcoma	9	1
88971	Smooth muscle tumor of uncertain malignant potential 	C54.9	Corpus uteri	C40177	Uterine Corpus Smooth Muscle Tumor of Uncertain Malignant Potential	9	1
81403	Adenocarcinoma, NOS	C18.1	Appendix	C7718	Appendix Adenocarcinoma	6	1
87463 	Mucosal lentiginous melanoma 	C21.8	Overlapping lesion of rectum, anus and anal canal	C114828	Mucosal melanoma	5	1
91853	Small cell osteosarcoma 	C41.9	Bone, NOS	C4023	Small Cell Osteosarcoma	-1	1
88043	Epithelioid sarcoma 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C27472	Proximal-Type Epithelioid Sarcoma	-1	2
88043	Epithelioid sarcoma 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3714	Epithelioid Sarcoma	6	2
86311	Sertoli-Leydig cell tumor of intermediate differentiation 	C56.9	Ovary	C2880	Ovarian Sertoli-Leydig Cell Tumor	-1	1
91501	Hemangiopericytoma, NOS 	C72.9	Nervous system, NOS	C4660	Meningeal Solitary Fibrous Tumor/Hemangiopericytoma	7	1
84743	Seromucinous carcinoma	C56.9	Ovary	C40090	Ovarian Seromucinous Carcinoma	9	1
95303	Meningioma, malignant 	C70.9	Meninges, NOS	C4051	Anaplastic (Malignant) Meningioma	7	1
88913	Epithelioid leiomyosarcoma 	C54.1	Endometrium	C40174	Uterine Corpus Epithelioid Leiomyosarcoma	10	1
90703	Embryonal carcinoma, NOS 	C56.9	Ovary	C3752	Embryonal Carcinoma	4	1
82463	Neuroendocrine carcinoma, NOS	C80.9	Unknown primary site	C163975	Neuroendocrine Carcinoma of Unknown Primary	-1	1
80703	Squamous cell carcinoma, NOS	C80.9	Unknown primary site	C34447	Head and Neck Squamous Cell Carcinoma	5	2
80703	Squamous cell carcinoma, NOS	C80.9	Unknown primary site	C8099	Squamous Cell Carcinoma of Unknown Primary	-1	2
95600	Neurilemoma, NOS 	C47.1	Peripheral nerves and autonomic nervous system of upper limb and shoulder	C3269	Schwannoma	5	1
85801	Thymoma, NOS	C37.9	Thymus	C3411	Thymoma	5	1
80103	Carcinoma, NOS	C24.1	Ampulla of Vater	C3908	Ampulla of Vater Carcinoma	6	1
88963	Myxoid leiomyosarcoma 	C54.9	Corpus uteri	C40175	Uterine Corpus Myxoid Leiomyosarcoma	10	1
88053	Undifferentiated sarcoma 	C54.9	Corpus uteri	C8972	Uterine Corpus Undifferentiated Sarcoma	-1	1
80703	Squamous cell carcinoma, NOS	C13.1	Hypopharyngeal aspect of aryepiglottic fold	C4043	Hypopharyngeal Squamous Cell Carcinoma	9	1
88323	Dermatofibrosarcoma, NO 	C44.9	Skin, NOS	C4683	Dermatofibrosarcoma Protuberans	6	1
91611	Hemangioblastoma 	C71.9	Brain, NOS	C3801	Hemangioblastoma	3	1
89013	Pleomorphic rhabdomyosarcoma, adult type 	C49.4	Connective, subcutaneous and other soft tissues of abdomen	C4258	Pleomorphic Rhabdomyosarcoma	8	1
88320	Dermatofibroma, NOS 	C44.9	Skin, NOS	C6801	Skin Fibrous Histiocytoma	8	1
82463	Neuroendocrine carcinoma, NOS	C76.0	Head, face or neck, NOS	C160980	Head and Neck Neuroendocrine Carcinoma	6	1
88003	Sarcoma,NOS 	C54.9	Corpus uteri	C6339	Uterine Corpus Sarcoma	8	1
89403	Mixedtumor,malignant,NOS 	C56.9	Ovary	C40090	Ovarian Seromucinous Carcinoma	9	1
87463 	Mucosal lentiginous melanoma 	C76.0	Head, face or neck, NOS	C133187	Mucosal Melanoma of the Head and Neck	6	1
82433	Goblet cell carcinoid	C18.1	Appendix	C3689	Appendix Goblet Cell Adenocarcinoma	7	1
88251	Myofibroblastic tumor, NOS 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C6481	Inflammatory Myofibroblastic Tumor	6	1
85103	Medullary carcinoma, NOS	C64.9	Kidney, NOS	C7572	Kidney Medullary Carcinoma	8	1
84903	Signet ring cell carcinoma	C19.9	Rectosigmoid junction	C43586	Colorectal Signet Ring Cell Carcinoma	9	1
87203	Malignant melanoma, NOS 	C68.0	Urethra	C159665	Urethral Melanoma	6	1
84903	Signet ring cell carcinoma	C18.1	Appendix	C43554	Appendix Signet Ring Cell Carcinoma	7	1
97413	Malignant mastocytosis 	C42.1	Bone marrow	C9235	Systemic Mastocytosis	7	1
89333	Adenosarcoma 	C54.9	Corpus uteri	C6336	Uterine Corpus Adenosarcoma	9	1
80823	Lymphoepithelial carcinoma	C34.9	Lung, NOS	C45519	Lung Lymphoepithelioma-Like Carcinoma	7	1
97613	Waldenstrom macroglobulinemia 	C42.0	Blood	C80307	Waldenstrom Macroglobulinemia	11	1
90800	Teratoma, benign 	C77.9	Lymph node, NOS	C9015	Mature Teratoma	6	1
91303	Hemangioendothelioma, malignant 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3800	Epithelioid Hemangioendothelioma	6	1
95800	Granular cell tumor, NOS 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C3474	Granular Cell Tumor	5	1
95223	Olfactory neuroblastoma 	C30.0	Nasal cavity	C3789	Olfactory Neuroblastoma	9	1
92403	Mesenchymal chondrosarcoma 	C41.9	Bone, NOS	C3737	Mesenchymal Chondrosarcoma	6	1
90843	Teratomawithmalignanttransformation 	C62.9	Testis, NOS	C4289	Teratoma with Somatic-Type Malignancy	5	1
92703	Odontogenic tumor, malignant 	C41.1	Mandible	C4812	Malignant Odontogenic Neoplasm	-1	1
94321	Pituicytoma 	C75.1	Pituitary gland	C94524	Pituicytoma	-1	1
95053	Ganglioglioma, anaplastic 	C71.9	Brain, NOS	C4717	Anaplastic Ganglioglioma	6	1
88150	Solitary fibrous tumor 	C72.9	Nervous system, NOS	C129526	Central Nervous System Solitary Fibrous Tumor/Hemangiopericytoma	6	1
80333	Pseudosarcomatous carcinoma	C23.9	Gallbladder	C39824	Infiltrating Bladder Urothelial Carcinoma, Sarcomatoid Variant	9	1
80323	Spindle cell carcinoma, NOS	C34.9	Lung, NOS	C45541	Lung Spindle Cell Carcinoma	8	1
86700 	Lipid cell tumor of ovary 	C56.9	Ovary	C39979	Ovarian Steroid Cell Tumor, Not Otherwise Specified	-1	1
84103	Sebaceous adenocarcinoma	C44.9	Skin, NOS	C40310	Sebaceous Carcinoma	6	1
95391	Atypical meningioma 	C70.9	Meninges, NOS	C4723	Atypical Meningioma	7	1
81403	Adenocarcinoma, NOS	C80.9	Unknown primary site	C4039	Adenocarcinoma of Unknown Primary	-1	1
98373	Precursor T-cell lymphoblastic leukemia 	C42.2	Spleen	C8694	T Lymphoblastic Leukemia/Lymphoma	6	1
97583 	Follicular dendritic cell sarcoma 	C42.4	Hematopoietic system, NOS	C9281	Follicular Dendritic Cell Sarcoma	5	1
80203	Carcinoma, undifferentiated, NOS	C30.0	Nasal cavity	C54294	Sinonasal Undifferentiated Carcinoma	6	1
80413	Small cell carcinoma, NOS	C53.9	Cervix uteri	C7982	Cervical Small Cell Carcinoma	10	1
85423	Paget disease, extramammary	C44.9	Skin, NOS	C3302	Extramammary Paget Disease	6	1
84521	Solid pseudopapillary tumor	C52.9	Vagina, NOS	C37212	Solid Pseudopapillary Neoplasm of the Pancreas	6	1
80413	Small cell carcinoma, NOS	C56.9	Ovary	C27390	Ovarian Small Cell Carcinoma	9	1
83103	Clear cell adenocarcinoma, NOS	C53.9	Cervix uteri	C6344	Cervical Clear Cell Adenocarcinoma	10	1
80050	Clear cell tumor, NOS	C23.9	Gallbladder	C6179	Bladder Clear Cell Adenocarcinoma	-1	1
81203	Transitional cell carcinoma, NOS	C23.9	Gallbladder	C6166	Urethral Urothelial Carcinoma	7	1
80203	Carcinoma, undifferentiated, NOS	C16.8	Overlapping lesion of stomach	C5476	Gastric Undifferentiated Carcinoma	6	1
88240	Myofibroma 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C7052	Myofibroma	6	1
80413	Small cell carcinoma, NOS	C80.9	Unknown primary site	C3915	Small Cell Carcinoma	6	1
95600	Neurilemoma, NOS 	C72.9	Nervous system, NOS	C4724	Cellular Schwannoma	6	1
81233 	Basaloid carcinoma	C34.9	Lung, NOS	C7266	Lung Basaloid Large Cell Carcinoma	8	1
93511	Craniopharyngioma, adamantinomatous 	C71.9	Brain, NOS	C4726	Adamantinomatous Craniopharyngioma	9	1
80103	Carcinoma, NOS	C76.0	Head, face or neck, NOS	C35850	Head and Neck Carcinoma	4	1
82463	Neuroendocrine carcinoma, NOS	C56.9	Ovary	C171032	Ovarian Neuroendocrine Carcinoma	9	1
80203	Carcinoma, undifferentiated, NOS	C80.9	Unknown primary site	C8566	Metastatic Malignant Neoplasm of Unknown Primary	-1	1
87103	Glomangiosarcoma 	C75.5	Aortic body and other paraganglia	C4221	Malignant Glomus Tumor	6	1
83233	Mixed cell adenocarcinoma	C64.9	Kidney, NOS	C121955	Clear Cell Papillary Renal Neoplasm	-1	1
94703	Medulloblastoma, NOS 	C71.9	Brain, NOS	C3222	Medulloblastoma	9	1
87463 	Mucosal lentiginous melanoma 	C15.9	Esophagus, NOS	C5707	Esophageal Melanoma	7	1
84703	Mucinous cystadenocarcinoma, NOS	C25.9	Pancreas, NOS	C41247	Pancreatic Mucinous-Cystic Neoplasm	5	1
80833	Basaloid squamous cell carcinoma	C60.9	Penis, NOS	C6980	Basaloid Squamous Cell Carcinoma of the Penis	-1	1
80203	Carcinoma, undifferentiated, NOS	C25.9	Pancreas, NOS	C5722	Pancreatic Undifferentiated Carcinoma	9	1
93941	Myxopapillary ependymoma 	C72.9	Nervous system, NOS	C3697	Myxopapillary Ependymoma	7	1
80413	Small cell carcinoma, NOS	C23.9	Gallbladder	C9461	Bladder Small Cell Carcinoma	8	1
81403	Adenocarcinoma, NOS	C30.0	Nasal cavity	C160976	Sinonasal Adenocarcinoma	6	1
84410	Serous cystadenoma, NOS	C25.9	Pancreas, NOS	C5712	Pancreatic Serous Cystadenoma	7	1
95033	Neuroepithelioma, NOS 	C71.9	Brain, NOS	C3716	Primitive Neuroectodermal Tumor	5	1
88400	Myxoma,NOS 	C49.9	Connective, subcutaneous and other soft tissues, NOS	C6577	Myxoma	6	1
85103	Medullary carcinoma, NOS	C18.9	Colon, NOS	C60641	Colon Medullary Carcinoma	9	1
81623	Klatskin tumor	C24.0	Extrahepatic bile duct	C36077	Hilar Cholangiocarcinoma	10	1
95061	Central neurocytoma 	C72.9	Nervous system, NOS	C3791	Central Neurocytoma	7	1
87203	Malignant melanoma, NOS 	C15.9	Esophagus, NOS	C5707	Esophageal Melanoma	7	1
