NCIT:C3262	Neoplasm
NCIT:C115203	Childhood Embryonal Tumor with Multilayered Rosettes, C19MC-Altered
NCIT:C5961	Childhood Central Nervous System Embryonal Tumor, Not Otherwise Specified
NCIT:C68634	Childhood Atypical Teratoid/Rhabdoid Tumor
NCIT:C129499	Embryonal Tumor with Multilayered Rosettes, Not Otherwise Specified
NCIT:C129501	Central Nervous System Embryonal Tumor with Rhabdoid Features
NCIT:C129537	Central Nervous System Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor
NCIT:C4327	Medulloepithelioma
NCIT:C4915	Embryonal Tumor with Multilayered Rosettes, C19MC-Altered
NCIT:C8290	Adult Embryonal Tumor with Multilayered Rosettes, C19MC-Altered
NCIT:C5398	Central Nervous System Embryonal Tumor, Not Otherwise Specified
NCIT:C5411	Adult Central Nervous System Embryonal Tumor, Not Otherwise Specified
NCIT:C6906	Atypical Teratoid/Rhabdoid Tumor
NCIT:C9301	Central Nervous System Lymphoma
NCIT:C114779	Central Nervous System Non-Hodgkin Lymphoma
NCIT:C147948	Central Nervous System B-Cell Non-Hodgkin Lymphoma
NCIT:C71720	Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System
NCIT:C129602	Central Nervous System Intravascular Large B-Cell Lymphoma
NCIT:C5409	Central Nervous System T-Cell Non-Hodgkin Lymphoma
NCIT:C129600	Central Nervous System Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma
NCIT:C5322	Central Nervous System Anaplastic Large Cell Lymphoma
NCIT:C129598	Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Positive
NCIT:C129599	Central Nervous System Anaplastic Large Cell Lymphoma, ALK-Negative
NCIT:C114951	Central Nervous System Hodgkin Lymphoma
NCIT:C8547	Metastatic Malignant Neoplasm in the Nervous System
NCIT:C4789	Benign Nervous System Neoplasm
NCIT:C5111	Benign Intracranial Neoplasm
NCIT:C129549	Intracranial Benign Fibrous Histiocytoma
NCIT:C3633	Intracranial Hemangioma
NCIT:C5432	Intracranial Cavernous Hemangioma
NCIT:C7739	Brain Hemangioma
NCIT:C5433	Cerebral Hemangioma
NCIT:C4781	Benign Brain Neoplasm
NCIT:C4963	Benign Supratentorial Neoplasm
NCIT:C3631	Benign Pineal Region Neoplasm
NCIT:C5127	Benign Diencephalic Neoplasm
NCIT:C6222	Benign Thalamic Neoplasm
NCIT:C5799	Benign Childhood Supratentorial Neoplasm
NCIT:C6219	Benign Childhood Cerebral Neoplasm
NCIT:C8548	Benign Cerebral Neoplasm
NCIT:C6218	Benign Adult Cerebral Neoplasm
NCIT:C6220	Cerebral Hemisphere Lipoma
NCIT:C4965	Benign Infratentorial Neoplasm
NCIT:C4955	Benign Cerebellar Neoplasm
NCIT:C5796	Benign Adult Cerebellar Neoplasm
NCIT:C8549	Benign Brain Stem Neoplasm
NCIT:C5797	Benign Adult Brain Stem Neoplasm
NCIT:C5116	Benign Adult Brain Neoplasm
NCIT:C5798	Benign Childhood Brain Neoplasm
NCIT:C5444	Intracranial Lipoma
NCIT:C5591	Benign Childhood Central Nervous System Neoplasm
NCIT:C27404	Childhood Central Nervous System Mature Teratoma
NCIT:C6757	Benign Central Nervous System Mesenchymal, Non-Meningothelial Neoplasm
NCIT:C5451	Central Nervous System Lipoma
NCIT:C6998	Central Nervous System Leiomyoma
NCIT:C7000	Central Nervous System Rhabdomyoma
NCIT:C7001	Central Nervous System Chondroma
NCIT:C7004	Central Nervous System Hemangioma
NCIT:C84621	Central Nervous System Cavernous Hemangioma
NCIT:C7013	Central Nervous System Mature Teratoma
NCIT:C27400	Adult Central Nervous System Mature Teratoma
NCIT:C5508	Central Nervous System Dermoid Cyst
NCIT:C9293	Central Nervous System Neoplasm
NCIT:C102871	Primary Central Nervous System Neoplasm
NCIT:C166181	Metastatic Primary Malignant Central Nervous System Neoplasm
NCIT:C173155	Metastatic Intracranial Malignant Neoplasm
NCIT:C5274	Metastatic Meningioma
NCIT:C170814	Primary Brain Neoplasm
NCIT:C4952	Non-Metastatic Brain Neoplasm
NCIT:C150573	Non-Metastatic Cerebral Neoplasm
NCIT:C4975	Primary Brain Stem Neoplasm
NCIT:C5147	Brain Stem Hemangioblastoma
NCIT:C155949	Medullary Hemangioblastoma
NCIT:C5414	Cerebellopontine Angle Neoplasm
NCIT:C5795	Childhood Brain Germ Cell Tumor
NCIT:C71698	Recurrent Brain Neoplasm
NCIT:C7834	Recurrent Childhood Brain Neoplasm
NCIT:C7884	Recurrent Adult Brain Neoplasm
NCIT:C71702	Refractory Brain Neoplasm
NCIT:C3230	Meningioma
NCIT:C172953	Refractory Meningioma
NCIT:C3707	Meningiomatosis
NCIT:C38936	Grade I Meningioma
NCIT:C4055	Benign Meningioma
NCIT:C4329	Meningothelial Meningioma
NCIT:C4330	Fibrous Meningioma
NCIT:C4331	Psammomatous Meningioma
NCIT:C4332	Angiomatous Meningioma
NCIT:C4333	Transitional Meningioma
NCIT:C4718	Secretory Meningioma
NCIT:C4720	Lymphoplasmacyte-Rich Meningioma
NCIT:C4721	Microcystic Meningioma
NCIT:C6907	Metaplastic Meningioma
NCIT:C71299	Adult Grade I Meningioma
NCIT:C71300	Childhood Grade I Meningioma
NCIT:C38937	Grade II Meningioma
NCIT:C4722	Clear Cell Meningioma
NCIT:C4723	Atypical Meningioma
NCIT:C6852	Adult Atypical Meningioma
NCIT:C6908	Chordoid Meningioma
NCIT:C71301	Childhood Grade II Meningioma
NCIT:C71304	Adult Grade II Meningioma
NCIT:C5294	Deletion of the Short Arm of Chromosome 1 (1p) Associated Meningioma
NCIT:C5301	Hereditary Meningioma
NCIT:C5305	Deletion of Chromosome 22 Associated Meningioma
NCIT:C5306	Deletion of Chromosome 3p Associated Meningioma
NCIT:C5312	Recurrent Meningioma
NCIT:C8264	Childhood Meningioma
NCIT:C9093	Adult Meningioma
NCIT:C4957	Benign Neoplasm of the Meninges
NCIT:C5449	Central Nervous System Mesenchymal, Non-Meningothelial Neoplasm
NCIT:C129526	Central Nervous System Solitary Fibrous Tumor/Hemangiopericytoma
NCIT:C129528	Central Nervous System Solitary Fibrous Tumor/Hemangiopericytoma, Grade 2
NCIT:C129530	Central Nervous System Solitary Fibrous Tumor/Hemangiopericytoma, Grade 1
NCIT:C4660	Meningeal Solitary Fibrous Tumor/Hemangiopericytoma
NCIT:C129548	Central Nervous System Desmoid-Type Fibromatosis
NCIT:C7020	Central Nervous System Inflammatory Myofibroblastic Tumor
NCIT:C5461	Central Nervous System Germ Cell Tumor
NCIT:C100093	Central Nervous System Nongerminomatous Germ Cell Tumor
NCIT:C5441	Central Nervous System Teratoma
NCIT:C5794	Adult Central Nervous System Teratoma
NCIT:C27401	Adult Central Nervous System Immature Teratoma
NCIT:C6204	Childhood Central Nervous System Teratoma
NCIT:C27405	Childhood Central Nervous System Immature Teratoma
NCIT:C7014	Central Nervous System Immature Teratoma
NCIT:C6205	Childhood Central Nervous System Germ Cell Tumor
NCIT:C6285	Adult Central Nervous System Germ Cell Tumor
NCIT:C114778	Adult Intracranial Germ Cell Tumor
NCIT:C5504	Central Nervous System Melanocytic Neoplasm
NCIT:C7007	Central Nervous System Hemangioblastoma
NCIT:C155947	Cerebral Hemangioblastoma
NCIT:C155948	Spinal Hemangioblastoma
NCIT:C5146	Cerebellar Hemangioblastoma
NCIT:C71700	Recurrent Primary Central Nervous System Neoplasm
NCIT:C173154	Recurrent Intracranial Neoplasm
NCIT:C9045	Recurrent Childhood Central Nervous System Neoplasm
NCIT:C71701	Refractory Primary Central Nervous System Neoplasm
NCIT:C3229	Meningeal Neoplasm
NCIT:C4953	Intracranial Neoplasm
NCIT:C2907	Brain Neoplasm
NCIT:C2937	Intraventricular Brain Neoplasm
NCIT:C3473	Choroid Plexus Neoplasm
NCIT:C42080	Childhood Choroid Plexus Neoplasm
NCIT:C124291	Childhood Atypical Choroid Plexus Papilloma
NCIT:C53686	Atypical Choroid Plexus Papilloma
NCIT:C8568	Adult Choroid Plexus Neoplasm
NCIT:C3139	Infratentorial Neoplasm
NCIT:C2935	Cerebellar Neoplasm
NCIT:C5968	Adult Cerebellar Neoplasm
NCIT:C5970	Childhood Cerebellar Neoplasm
NCIT:C4869	Brain Stem Neoplasm
NCIT:C5967	Adult Brain Stem Neoplasm
NCIT:C5969	Childhood Brain Stem Neoplasm
NCIT:C5802	Childhood Infratentorial Neoplasm
NCIT:C3397	Supratentorial Neoplasm
NCIT:C3328	Pineal Region Neoplasm
NCIT:C4874	Cerebral Neoplasm
NCIT:C5125	Diencephalic Neoplasm
NCIT:C6221	Thalamic Neoplasm
NCIT:C5960	Childhood Supratentorial Neoplasm
NCIT:C7703	Childhood Brain Neoplasm
NCIT:C7710	Adult Brain Neoplasm
NCIT:C35876	Childhood Intracranial Neoplasm
NCIT:C5478	Adult Intracranial Neoplasm
NCIT:C6262	Visual Pathway Neoplasm
NCIT:C5131	Adult Central Nervous System Neoplasm
NCIT:C5132	Childhood Central Nervous System Neoplasm
NCIT:C5448	Malignant Childhood Central Nervous System Neoplasm
NCIT:C5503	Central Nervous System Hematopoietic Neoplasm
NCIT:C92944	Central Nervous System Histiocytic and Dendritic Cell Neoplasm
NCIT:C129806	Central Nervous System Langerhans Cell Histiocytosis
NCIT:C129808	Central Nervous System Erdheim-Chester Disease
NCIT:C3355	Respiratory System Neoplasm
NCIT:C3200	Lung Neoplasm
NCIT:C4454	Benign Lung Neoplasm
NCIT:C133091	Lung Adenofibroma
NCIT:C142829	Lung Myoepithelioma
NCIT:C4455	Lung Adenoma
NCIT:C3494	Lung Papillary Adenoma
NCIT:C4140	Alveolar Adenoma
NCIT:C45603	Lung Pleomorphic Adenoma
NCIT:C45604	Lung Mucinous Cystadenoma
NCIT:C5664	Lung Mucous Gland Adenoma
NCIT:C45629	Lung Chondroma
NCIT:C5063	Endobronchial Lipoma
NCIT:C5657	Lung Myolipoma
NCIT:C5658	Lung Fibroma
NCIT:C5660	Lung Leiomyoma
NCIT:C5661	Endobronchial Leiomyoma
NCIT:C8295	Lung Papilloma
NCIT:C45601	Lung Glandular Papilloma
NCIT:C45612	Lung Soft Tissue Neoplasm
NCIT:C142828	Lung Myoepithelial Tumor
NCIT:C142830	Lung Myoepithelial Carcinoma
NCIT:C39740	Lung Inflammatory Myofibroblastic Tumor
NCIT:C45630	Diffuse Pulmonary Lymphangiomatosis
NCIT:C4860	Lung Sarcoma
NCIT:C142827	Pulmonary Myxoid Sarcoma with EWSR1-CREB1 Translocation
NCIT:C3551	Lung Kaposi Sarcoma
NCIT:C5667	Lung Leiomyosarcoma
NCIT:C45636	Lung Germ Cell Tumor
NCIT:C45637	Lung Teratoma
NCIT:C45638	Intrapulmonary Thymoma
NCIT:C5665	Atypical Adenomatous Lung Hyperplasia
NCIT:C5668	Lung Meningioma
NCIT:C5276	Primary Lung Meningioma
NCIT:C60310	Lung Mature B-Cell Neoplasm
NCIT:C45605	Primary Pulmonary Diffuse Large B-Cell Lymphoma
NCIT:C45607	Pulmonary Lymphomatoid Granulomatosis
NCIT:C5264	Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma
NCIT:C7377	Malignant Lung Neoplasm
NCIT:C3577	Metastatic Malignant Neoplasm in the Lung
NCIT:C27408	Metastatic Carcinoma in the Lung
NCIT:C4453	Lung Epithelioid Hemangioendothelioma
NCIT:C45652	Lung Melanoma
NCIT:C4794	Lung Lymphoma
NCIT:C5684	Lung Non-Hodgkin Lymphoma
NCIT:C4878	Lung Carcinoma
NCIT:C136467	Lung Cancer by AJCC v8 Stage
NCIT:C136469	Stage 0 Lung Cancer AJCC v8
NCIT:C136470	Stage I Lung Cancer AJCC v8
NCIT:C136475	Stage II Lung Cancer AJCC v8
NCIT:C136478	Stage III Lung Cancer AJCC v8
NCIT:C136482	Stage IV Lung Cancer AJCC v8
NCIT:C141076	Refractory Lung Carcinoma
NCIT:C153081	Refractory Lung Non-Small Cell Carcinoma
NCIT:C171609	Refractory Lung Non-Small Cell Squamous Carcinoma
NCIT:C153202	Metastatic Lung Carcinoma
NCIT:C156092	Metastatic Lung Squamous Cell Carcinoma
NCIT:C157364	Metastatic Lung Non-Small Cell Squamous Carcinoma
NCIT:C156094	Metastatic Lung Non-Small Cell Carcinoma
NCIT:C156093	Metastatic Lung Adenosquamous Carcinoma
NCIT:C36305	Lung Carcinoma Metastatic in the Bone
NCIT:C162570	Non-Metastatic Lung Carcinoma
NCIT:C27637	Transplant-Related Lung Carcinoma
NCIT:C27925	Asbestos-Related Lung Carcinoma
NCIT:C2926	Lung Non-Small Cell Carcinoma
NCIT:C118814	Childhood Lung Non-Small Cell Carcinoma
NCIT:C133254	Lung Non-Small Cell Squamous Carcinoma
NCIT:C171286	Recurrent Lung Non-Small Cell Squamous Carcinoma
NCIT:C45502	Lung Squamous Cell Carcinoma, Papillary Variant
NCIT:C45503	Lung Squamous Cell Carcinoma, Clear Cell Variant
NCIT:C136491	Lung Non-Small Cell Cancer by AJCC v7 Stage
NCIT:C136490	Lung Adenocarcinoma by AJCC v7 Stage
NCIT:C8758	Stage 0 Lung Adenocarcinoma AJCC v6 and v7
NCIT:C8759	Stage I Lung Adenocarcinoma AJCC v7
NCIT:C8760	Stage II Lung Adenocarcinoma AJCC v7
NCIT:C8761	Stage III Lung Adenocarcinoma AJCC v7
NCIT:C8762	Stage IV Lung Adenocarcinoma AJCC v7
NCIT:C136492	Lung Adenosquamous Carcinoma by AJCC v7 Stage
NCIT:C8748	Stage 0 Lung Adenosquamous Carcinoma AJCC v6 and v7
NCIT:C8749	Stage I Lung Adenosquamous Carcinoma AJCC v7
NCIT:C8750	Stage II Lung Adenosquamous  Carcinoma AJCC v7
NCIT:C8751	Stage III Lung Adenosquamous Carcinoma AJCC v7
NCIT:C8752	Stage IV Lung Adenosquamous Carcinoma AJCC v7
NCIT:C136493	Lung Large Cell Carcinoma by AJCC v7 Stage
NCIT:C35758	Stage 0 Lung Large Cell Carcinoma AJCC v6 and v7
NCIT:C6660	Stage II Lung Large Cell Carcinoma AJCC v7
NCIT:C8755	Stage I Lung Large Cell Carcinoma AJCC v7
NCIT:C8756	Stage IV Lung Large Cell Carcinoma AJCC v7
NCIT:C9257	Stage III Lung Large Cell Carcinoma AJCC v7
NCIT:C4012	Stage IV Lung Non-Small Cell Cancer AJCC v7
NCIT:C6671	Stage I Lung Non-Small Cell Cancer AJCC v7
NCIT:C7777	Stage II Lung Non-Small Cell Cancer AJCC v7
NCIT:C7778	Stage III Lung Non-Small Cell Cancer AJCC v7
NCIT:C9104	Stage 0 Lung Non-Small Cell Cancer AJCC v6 and v7
NCIT:C3512	Lung Adenocarcinoma
NCIT:C123160	Lepidic Predominant Adenocarcinoma
NCIT:C136486	Lung Adenocarcinoma In Situ
NCIT:C136716	Lung Non-Mucinous Adenocarcinoma In Situ
NCIT:C136717	Lung Mucinous Adenocarcinoma In Situ
NCIT:C136710	Lung Enteric Adenocarcinoma
NCIT:C2923	Minimally Invasive Lung Adenocarcinoma
NCIT:C7268	Minimally Invasive Lung Mucinous Adenocarcinoma
NCIT:C45509	Lung Fetal Adenocarcinoma
NCIT:C45512	Lung Colloid Adenocarcinoma
NCIT:C5649	Lung Acinar Adenocarcinoma
NCIT:C5650	Lung Papillary Adenocarcinoma
NCIT:C5651	Solid Lung Adenocarcinoma
NCIT:C8757	Recurrent Lung Adenocarcinoma
NCIT:C4450	Lung Large Cell Carcinoma
NCIT:C4451	Lung Large Cell Carcinoma, Clear Cell Variant
NCIT:C6876	Lung Large Cell Carcinoma with Rhabdoid Phenotype
NCIT:C7266	Lung Basaloid Large Cell Carcinoma
NCIT:C8753	Recurrent Lung Large Cell Carcinoma
NCIT:C45519	Lung Lymphoepithelioma-Like Carcinoma
NCIT:C45540	Lung Sarcomatoid Carcinoma
NCIT:C3732	Pulmonary Blastoma
NCIT:C4452	Lung Giant Cell Carcinoma
NCIT:C45541	Lung Spindle Cell Carcinoma
NCIT:C45542	Lung Pleomorphic Carcinoma
NCIT:C45543	Lung Carcinosarcoma
NCIT:C7783	Recurrent Lung Non-Small Cell Carcinoma
NCIT:C8747	Recurrent Lung Adenosquamous Carcinoma
NCIT:C9133	Lung Adenosquamous Carcinoma
NCIT:C3493	Lung Squamous Cell Carcinoma
NCIT:C136494	Lung Squamous Cell Carcinoma by AJCC v7 Stage
NCIT:C8763	Stage 0 Lung Squamous Cell Carcinoma AJCC v6 and v7
NCIT:C8764	Stage I Lung Squamous Cell Carcinoma AJCC v7
NCIT:C8765	Stage II Lung Squamous Cell Carcinoma AJCC v7
NCIT:C8766	Stage III Lung Squamous Cell Carcinoma AJCC v7
NCIT:C8767	Stage IV Lung Squamous Cell Carcinoma AJCC v7
NCIT:C136719	Lung Squamous Cell Carcinoma In Situ
NCIT:C45504	Lung Squamous Cell Carcinoma, Small Cell Variant
NCIT:C45507	Lung Basaloid Squamous Cell  Carcinoma
NCIT:C5014	Recurrent Lung Squamous Cell Carcinoma
NCIT:C35875	Bronchogenic Carcinoma
NCIT:C45544	Lung Mucoepidermoid Carcinoma
NCIT:C45545	Lung Epithelial-Myoepithelial Carcinoma
NCIT:C5666	Lung Adenoid Cystic Carcinoma
NCIT:C8953	Recurrent Lung Carcinoma
NCIT:C90519	Lung Cancer by AJCC v6 Stage
NCIT:C27467	Stage 0 Lung Cancer AJCC v6 and v7
NCIT:C8772	Stage I Lung Cancer AJCC v6
NCIT:C8773	Stage III Lung Cancer AJCC v6
NCIT:C8774	Stage IV Lung Cancer AJCC v6
NCIT:C8954	Stage II Lung Cancer AJCC v6
NCIT:C91232	Lung Cancer by AJCC v7 Stage
NCIT:C88888	Stage I Lung Cancer AJCC v7
NCIT:C88889	Stage II Lung Cancer AJCC v7
NCIT:C88890	Stage III Lung Cancer AJCC v7
NCIT:C88891	Stage IV Lung Cancer AJCC v7
NCIT:C7436	Bronchial Intraepithelial Neoplasia
NCIT:C3419	Tracheal Neoplasm
NCIT:C3602	Benign Tracheal Neoplasm
NCIT:C6049	Tracheal Leiomyoma
NCIT:C9346	Malignant Tracheal Neoplasm
NCIT:C4887	Metastatic Malignant Neoplasm in the Trachea
NCIT:C6050	Tracheal Sarcoma
NCIT:C6248	Tracheal Lymphoma
NCIT:C9347	Tracheal Carcinoma
NCIT:C4448	Tracheal Squamous Cell Carcinoma
NCIT:C3639	Tracheal Carcinoma In Situ
NCIT:C6051	Tracheal Adenoid Cystic Carcinoma
NCIT:C4571	Malignant Respiratory System Neoplasm
NCIT:C156885	Malignant Bronchial Neoplasm
NCIT:C8531	Benign Respiratory System Neoplasm
NCIT:C3372	Skin Neoplasm
NCIT:C169100	Skin Soft Tissue Neoplasm
NCIT:C43313	Pilar-Associated Mesenchyme Neoplasm
NCIT:C43323	Benign Pilar-Associated Mesenchyme Neoplasm
NCIT:C27526	Follicular Myxoma
NCIT:C43331	Fibrofolliculoma
NCIT:C43332	Pilar Leiomyoma
NCIT:C4470	Perifollicular Fibroma
NCIT:C4480	Skin Smooth Muscle Neoplasm
NCIT:C4482	Skin Leiomyoma
NCIT:C4484	Atypical Intradermal Smooth Muscle Neoplasm
NCIT:C4491	Skin Glomus Tumor
NCIT:C6750	Skin Glomangioma
NCIT:C4634	Skin Fibroblastic Neoplasm
NCIT:C4683	Dermatofibrosarcoma Protuberans
NCIT:C38106	Myxoid Dermatofibrosarcoma Protuberans
NCIT:C38107	Dedifferentiated Dermatofibrosarcoma Protuberans
NCIT:C4700	Giant Cell Fibroblastoma
NCIT:C6806	Benign Skin Fibroblastic Neoplasm
NCIT:C6484	Dermal Fibroma
NCIT:C6486	Nuchal-Type Fibroma
NCIT:C5354	Skin Vascular Neoplasm
NCIT:C27127	Benign Skin Vascular Neoplasm
NCIT:C27509	Skin Lymphangioma
NCIT:C4905	Skin Hemangioma
NCIT:C34967	Lobular Capillary Hemangioma of Skin and Subcutaneous Tissue
NCIT:C4487	Tufted Hemangioma
NCIT:C4750	Skin Cavernous Hemangioma
NCIT:C7393	Skin Epithelioid Hemangioma
NCIT:C27529	Malignant Skin Vascular Neoplasm
NCIT:C3550	Skin Kaposi Sarcoma
NCIT:C9112	Classic Kaposi Sarcoma
NCIT:C4489	Skin Angiosarcoma
NCIT:C153626	Recurrent Skin Angiosarcoma
NCIT:C27719	Skin Radiation-Related Angiosarcoma
NCIT:C40379	Angiosarcoma of the Skin of the Arm after Radical Mastectomy followed by Lymphedema
NCIT:C4490	Skin Lymphangiosarcoma
NCIT:C4494	Skin Hemangioendothelioma
NCIT:C5566	Skin Lipomatous Neoplasm
NCIT:C170472	Skin Atypical Lipomatous Tumor
NCIT:C4616	Skin Lipoma
NCIT:C5615	Skin Liposarcoma
NCIT:C170473	Skin Pleomorphic Liposarcoma
NCIT:C5585	Skin Sarcoma
NCIT:C172634	Skin Ewing Sarcoma
NCIT:C5576	Skin Undifferentiated Pleomorphic Sarcoma
NCIT:C6578	Skin Myxoma
NCIT:C7749	Skin Fibrohistiocytic Neoplasm
NCIT:C7343	Benign Skin Fibrohistiocytic Neoplasm
NCIT:C6801	Skin Fibrous Histiocytoma
NCIT:C49076	Skin Fibrous Histiocytoma, Fibroblastic Variant
NCIT:C49078	Skin Fibrous Histiocytoma, Cellular Variant
NCIT:C7344	Skin Intermediate Fibrohistiocytic Neoplasm
NCIT:C2896	Benign Skin Neoplasm
NCIT:C27514	Adult Xanthogranuloma
NCIT:C3451	Juvenile Xanthogranuloma
NCIT:C4615	Benign Skin Appendage Neoplasm
NCIT:C167370	Skin Myoepithelioma
NCIT:C27520	Benign Hair Follicle Neoplasm
NCIT:C43315	Benign Outer Hair Sheath and Infundibulum Neoplasm
NCIT:C4113	Trichilemmoma
NCIT:C27521	Classic Type Trichilemmoma
NCIT:C27522	Desmoplastic Trichilemmoma
NCIT:C43325	Trichoadenoma
NCIT:C4468	Pilar Sheath Acanthoma
NCIT:C43319	Benign Germinative Follicular Epithelium Neoplasm
NCIT:C27132	Trichoblastoma
NCIT:C27524	Desmoplastic Trichoepithelioma
NCIT:C4112	Trichofolliculoma
NCIT:C7368	Pilomatricoma
NCIT:C43322	Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm
NCIT:C4879	Benign Sweat Gland Neoplasm
NCIT:C167342	Spiradenocylindroma
NCIT:C27094	Cylindroma
NCIT:C43351	Sporadic Cylindroma
NCIT:C43352	Turban Tumor
NCIT:C27273	Poroma
NCIT:C43353	Classical Poroma
NCIT:C4473	Dermal Duct Tumor
NCIT:C3760	Hidrocystoma
NCIT:C43342	Apocrine Hidrocystoma
NCIT:C7565	Eccrine Hidrocystoma
NCIT:C4170	Spiradenoma
NCIT:C4171	Hidradenoma Papilliferum
NCIT:C4474	Benign Mixed Tumor of the Skin
NCIT:C6797	Benign Eccrine Neoplasm
NCIT:C3761	Syringoma
NCIT:C6799	Benign Apocrine Neoplasm
NCIT:C4168	Apocrine Adenoma
NCIT:C27527	Tubular Adenoma
NCIT:C7560	Sweat Gland Adenoma
NCIT:C7563	Hidradenoma
NCIT:C7567	Clear Cell Hidradenoma
NCIT:C7568	Nodular Hidradenoma
NCIT:C7580	Skin Appendage Adenoma
NCIT:C4174	Sebaceous Adenoma
NCIT:C8525	Benign Sebaceous Neoplasm
NCIT:C43336	Sebaceoma
NCIT:C4632	Dermoid Cyst of the Skin
NCIT:C7158	Benign Dermal Neoplasm
NCIT:C37258	Paraganglioma-Like Dermal Melanocytic Tumor
NCIT:C7341	Benign Epithelial Skin Neoplasm
NCIT:C26913	Verruca Plantaris
NCIT:C27087	Verruca Vulgaris
NCIT:C4614	Skin Papilloma
NCIT:C4462	Skin Squamous Cell Papilloma
NCIT:C7419	Acanthoma
NCIT:C165485	Lichen Planus-Like Keratosis
NCIT:C7571	Benign Skin Melanocytic Nevus
NCIT:C27007	Spitz Nevus
NCIT:C66758	Spindle Cell Nevus
NCIT:C82864	Desmoplastic Spitz Nevus
NCIT:C27095	Nonpigmented Nevus
NCIT:C27816	Pigmented Nevus
NCIT:C3803	Blue Nevus
NCIT:C4241	Cellular Blue Nevus
NCIT:C4496	Common Blue Nevus
NCIT:C4751	Pigmented Spindle Cell Nevus
NCIT:C3804	Dermal Nevus
NCIT:C3901	Compound Nevus
NCIT:C3944	Congenital Melanocytic Nevus
NCIT:C66755	Proliferative Nodules in Congenital Melanocytic Nevus
NCIT:C4226	Balloon Cell Nevus
NCIT:C4231	Junctional Nevus
NCIT:C4497	Desmoplastic Nevus
NCIT:C54659	Acral Nevus
NCIT:C7577	Recurrent Nevus
NCIT:C7602	Halo Nevus
NCIT:C7603	Regressing Nevus
NCIT:C82862	Meyerson Nevus
NCIT:C2920	Malignant Skin Neoplasm
NCIT:C150545	Recurrent Malignant Skin Neoplasm
NCIT:C142876	Recurrent Primary Cutaneous Lymphoma
NCIT:C138027	Recurrent Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type
NCIT:C7805	Recurrent Primary Cutaneous T-Cell Non-Hodgkin Lymphoma
NCIT:C157695	Recurrent Subcutaneous Panniculitis-Like T-Cell Lymphoma
NCIT:C8686	Recurrent Mycosis Fungoides
NCIT:C156103	Recurrent Blastic Plasmacytoid Dendritic Cell Neoplasm
NCIT:C7903	Recurrent Skin Carcinoma
NCIT:C143012	Recurrent Skin Squamous Cell Carcinoma
NCIT:C165736	Recurrent Metastatic Skin Squamous Cell Carcinoma
NCIT:C165737	Locally Recurrent Skin Squamous Cell Carcinoma
NCIT:C9097	Recurrent Cutaneous Melanoma
NCIT:C155306	Recurrent Cutaneous Melanoma of the Extremity
NCIT:C8785	Recurrent Lentigo Maligna Melanoma
NCIT:C150546	Refractory Malignant Skin Neoplasm
NCIT:C142877	Refractory Primary Cutaneous Lymphoma
NCIT:C138028	Refractory Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type
NCIT:C8938	Refractory Primary Cutaneous T-Cell Non-Hodgkin Lymphoma
NCIT:C157696	Refractory Subcutaneous Panniculitis-Like T-Cell Lymphoma
NCIT:C8687	Refractory Mycosis Fungoides
